CMB00,L0LEI,MAD,,L0LEI,,,,308,,SYMBOLS,A,AD_ACCEL,NULL,,,BPM,,CRYO BUTTON-1,16.99659,55.763091,-12.237514,-40.149324,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.23751408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,"SC_BSYD2, SC_DASEL2, SC_DIAG02, SC_DIAGIS, SC_HXR2, SC_S2_X2, SC_SFTS2, SC_STMO2, SC_STXI2, SC_SXR2, "
QCM00,L0LEI,MAD,,L0LEI,,,,308,,SYMBOLS,A,AD_ACCEL,NULL,,,QUAD,,CRYO,17.26103,56.630676,-11.973074,-39.281739,,,,,,,,"	- NO SECTION -",,,,,,N,.23,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,-11.97307408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,"SC_BSYD2, SC_DASEL2, SC_DIAG02, SC_DIAGIS, SC_HXR2, SC_S2_X2, SC_SFTS2, SC_STMO2, SC_STXI2, SC_SXR2, "
XCM00,L0LEI,MAD,,L0LEI,,,,308,,SYMBOLS,A,AD_ACCEL,NULL,,,XCOR,,CRYO,17.26103,56.630676,-11.973074,-39.281739,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.97307408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,"SC_BSYD2, SC_DASEL2, SC_DIAG02, SC_DIAGIS, SC_HXR2, SC_S2_X2, SC_SFTS2, SC_STMO2, SC_STXI2, SC_SXR2, "
YCM00,L0LEI,MAD,,L0LEI,,,,308,,SYMBOLS,A,AD_ACCEL,NULL,,,YCOR,,CRYO,17.26103,56.630676,-11.973074,-39.281739,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.97307408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,"SC_BSYD2, SC_DASEL2, SC_DIAG02, SC_DIAGIS, SC_HXR2, SC_S2_X2, SC_SFTS2, SC_STMO2, SC_STXI2, SC_SXR2, "
SOL1BKB,GUNB,MAD,SOLN:GUNB:100,GUNB,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,SOLE,4051T,BUCKING COIL,-.071705,-.235253,-10.116372,-33.190197,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,0,0,,,,,,,,,,,,0,,,,,,,,-10.116372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOLN:GUNB%25,SOLN:%25,"Commissioned, Online",12/02/2017,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
BEGGUNB,GUNB,MAD,,,,,,308,,SYMBOLS,A,AD_ACCEL,,,,INST,,,0,0,-10.044667,-32.954944,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.044667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
CATHODEB,GUNB,MAD,CATH:GUNB:100,GUNB,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,INST,,,0,0,-10.044667,-32.954944,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.044667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CATH:GUNB%25,CATH:%25,,,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
LBLM00A,GUNB,NONMAD,LBLM:GUNB:212:A,,,,,,,CABLES,A,AD_ACCEL,,,,LBLM,,QUARTZ FIBER,,,-9.8,-32.152231,,,,,,,,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LBLM:GUNB%25,LBLM:%25,,,
LBLM00B,GUNB,NONMAD,LBLM:GUNB:212:B,,,,,,,CABLES,A,AD_ACCEL,,,,LBLM,,QUARTZ FIBER,,,-9.8,-32.152231,,,,,,,,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LBLM:GUNB%25,LBLM:%25,,,
CQ01B,GUNB,MAD,QUAD:GUNB:212:1,GUNB,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,QUAD,4051Q,SOLENOID TRIM,.24653,.808825,-9.798137,-32.146119,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,-9.798137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUAD:GUNB%25,QUAD:%25,"Commissioned, Online",12/02/2017,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
SOL1B,GUNB,MAD,SOLN:GUNB:212,GUNB,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,SOLE,4051,LBNL,.24653,.808825,-9.798137,-32.146119,,,,,,,,"	- NO SECTION -",,,,,,N,.0861,,,,,,,,0,0,,,,,,,,,,,,0,,,,,,,,-9.798137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOLN:GUNB%25,SOLN:%25,"Commissioned, Online",12/02/2017,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
SQ01B,GUNB,MAD,QUAD:GUNB:212:2,GUNB,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,QUAD,4051SQ,SOLENOID TRIM,.24653,.808825,-9.798137,-32.146119,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,-9.798137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUAD:GUNB%25,QUAD:%25,"Commissioned, Online",12/02/2017,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
VV01B,GUNB,MAD,,GUNB,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,INST,,,.38748,1.27126,-9.657187,-31.683684,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.657187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
XC01B,GUNB,MAD,XCOR:GUNB:293,GUNB,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,XCOR,4649X,LBNL-XY,.4845,1.589567,-9.560167,-31.365377,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.560167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XCOR:GUNB%25,XCOR:%25,"Commissioned, Online",12/02/2017,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
YC01B,GUNB,MAD,YCOR:GUNB:293,GUNB,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,YCOR,4649Y,LBNL-XY,.4845,1.589567,-9.560167,-31.365377,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.560167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YCOR:GUNB%25,YCOR:%25,"Commissioned, Online",12/02/2017,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
BPM1B,GUNB,MAD,BPMS:GUNB:314,GUNB,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,BPM,,STRIPLINE-4,.48965,1.606463,-9.555017,-31.348481,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.555017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPMS:GUNB%25,BPMS:%25,,,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
IM01B,GUNB,MAD,TORO:GUNB:360,GUNB,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,IMON,,ICT,.594692,1.951089,-9.449975,-31.003855,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.449975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TORO:GUNB%25,TORO:%25,,,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
XC02B,GUNB,MAD,XCOR:GUNB:388,GUNB,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,XCOR,4650X,LBNL-XY,.6701,2.198491,-9.374567,-30.756453,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.374567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XCOR:GUNB%25,XCOR:%25,"Commissioned, Online",12/02/2017,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
YC02B,GUNB,MAD,YCOR:GUNB:388,GUNB,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,YCOR,4650Y,LBNL-XY,.6701,2.198491,-9.374567,-30.756453,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.374567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YCOR:GUNB%25,YCOR:%25,"Commissioned, Online",12/02/2017,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
BUN1B,GUNB,MAD,ACCL:GUNB:455,GUNB,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,BNCH,,LBNL,.809116,2.65458,-9.235551,-30.300364,,,,,,,,"	- NO SECTION -",,,,,,N,.21876,1300,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,-9.235551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACCL:GUNB%25,ACCL:%25,,,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
XC03B,GUNB,MAD,XCOR:GUNB:513,GUNB,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,XCOR,4651X,LBNL-XY,.9642,3.163386,-9.080467,-29.791558,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.080467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XCOR:GUNB%25,XCOR:%25,"Commissioned, Online",12/02/2017,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
YC03B,GUNB,MAD,YCOR:GUNB:513,GUNB,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,YCOR,4651Y,LBNL-XY,.9642,3.163386,-9.080467,-29.791558,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.080467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YCOR:GUNB%25,YCOR:%25,"Commissioned, Online",12/02/2017,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
XC04B,GUNB,MAD,XCOR:GUNB:713,GUNB,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,XCOR,4652X,LBNL-XY,1.369,4.49147,-8.675667,-28.463474,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.675667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XCOR:GUNB%25,XCOR:%25,"Commissioned, Online",12/02/2017,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
YC04B,GUNB,MAD,YCOR:GUNB:713,GUNB,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,YCOR,4652Y,LBNL-XY,1.369,4.49147,-8.675667,-28.463474,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.675667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YCOR:GUNB%25,YCOR:%25,"Commissioned, Online",12/02/2017,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
SQ02B,GUNB,MAD,QUAD:GUNB:823:2,GUNB,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,QUAD,4271,3.37Q1.2,1.422994,4.668615,-8.621673,-28.286329,,,,,,,,"	- NO SECTION -",,,,,,N,.0453,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,-8.621673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUAD:GUNB%25,QUAD:%25,"Commissioned, Online",12/02/2017,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
YAG01B,GUNB,MAD,MOVR:GUNB:753,GUNB,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,PROF,,YAG,1.490314,4.889482,-8.554353,-28.065463,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.554353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOVR:GUNB%25,MOVR:%25,,,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
YAG01B_COLL,GUNB,MAD,,GUNB,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,PC,,COLLIMATOR,1.490314,4.889482,-8.554353,-28.065463,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,-8.554353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
CQ02B,GUNB,MAD,QUAD:GUNB:823:1,GUNB,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,QUAD,4266,3.37Q1.2,1.570314,5.151949,-8.474353,-27.802995,,,,,,,,"	- NO SECTION -",,,,,,N,.0453,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,-8.474353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUAD:GUNB%25,QUAD:%25,"Commissioned, Online",12/02/2017,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
SOL2B,GUNB,MAD,SOLN:GUNB:823,GUNB,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,SOLE,4050,LBNL,1.64581,5.399639,-8.398857,-27.555305,,,,,,,,"	- NO SECTION -",,,,,,N,.0869,,,,,,,,0,0,,,,,,,,,,,,0,,,,,,,,-8.398857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOLN:GUNB%25,SOLN:%25,"Commissioned, Online",12/02/2017,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
VV02B,GUNB,MAD,,GUNB,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,INST,,,1.78278,5.849016,-8.261887,-27.105928,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.261887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
BPM2B,GUNB,MAD,BPMS:GUNB:925,GUNB,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,BPM,,STRIPLINE-4,1.884224,6.181837,-8.160443,-26.773107,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.160443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPMS:GUNB%25,BPMS:%25,,,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
XC05B,GUNB,MAD,XCOR:GUNB:927,GUNB,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,XCOR,4653X,LBNL-XY,1.888764,6.196732,-8.155903,-26.758212,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.155903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XCOR:GUNB%25,XCOR:%25,"Commissioned, Online",12/02/2017,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
YC05B,GUNB,MAD,YCOR:GUNB:927,GUNB,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,YCOR,4653Y,LBNL-XY,1.888764,6.196732,-8.155903,-26.758212,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.155903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YCOR:GUNB%25,YCOR:%25,"Commissioned, Online",12/02/2017,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
BEGLEI_1,LEI,MAD,,,,,,308,,SYMBOLS,A,AD_ACCEL,,,,INST,,,21.08184,69.166142,-8.152264,-26.746273,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.15226408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
ENDL0LEI,L0LEI,MAD,,,,,,308,,SYMBOLS,A,AD_ACCEL,,,,INST,,,21.08184,69.166142,-8.152264,-26.746273,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.15226408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
VVLEID,L0LEI,MAD,,L0LEI,,,,308,,SYMBOLS,A,AD_ACCEL,NULL,,,INST,,GATE VALVE,21.08184,69.166142,-8.152264,-26.746273,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.15226408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,"SC_BSYD2, SC_DASEL2, SC_DIAG02, SC_DIAGIS, SC_HXR2, SC_S2_X2, SC_SFTS2, SC_STMO2, SC_STXI2, SC_SXR2, "
BEGL0B,L0B,MAD,,,,,,308,,SYMBOLS,A,AD_ACCEL,,,,INST,,,2.052577,6.734177,-7.99209,-26.220768,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.99209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
ENDGUNB,GUNB,MAD,,,,,,308,,SYMBOLS,A,AD_ACCEL,,,,INST,,,2.052577,6.734177,-7.99209,-26.220768,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.99209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
RFB0D00,*LEI,MAD,,*LEI_1,,,,308,,SYMBOLS,A,AD_ACCEL,NULL,,,BPM,,CAVITYS-1,21.33204,69.987008,-7.902064,-25.925407,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.90206408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
PC0D00,LEI,MAD,,LEI_1,,,,308,,SYMBOLS,A,AD_ACCEL,NULL,,,PC,,TUNGSTEN,21.41804,70.26916,-7.816064,-25.643255,,,,,,,,"	- NO SECTION -",,,,,,N,.06,,,,,,,,,,,,,,,,,,,,,,,,.012,.012,,,,-7.81606408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,"SC_BSYD2, SC_DASEL2, SC_DIAG02, SC_DIAGIS, SC_HXR2, SC_S2_X2, SC_SFTS2, SC_STMO2, SC_STXI2, SC_SXR2, "
PEN0009,"	- NO AREA -",NONMAD,,,,,,,,CABLES,A,LCLS2PEN,00,0-9,,PEN,,,,,-7.519,-24.668635,,,,,,,,"	- NO SECTION -",,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,
BPM0D01,LEI,MAD,,LEI_1,,,,308,,SYMBOLS,A,AD_ACCEL,NULL,,,BPM,,STRIPLINE-12,21.802215,71.529577,-7.431889,-24.382838,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.43188908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,"SC_BSYD2, SC_DASEL2, SC_DIAG02, SC_DIAGIS, SC_HXR2, SC_S2_X2, SC_SFTS2, SC_STMO2, SC_STXI2, SC_SXR2, "
Q0D01,LEI,MAD,,LEI_1,,,,308,,SYMBOLS,A,AD_ACCEL,NULL,,,QUAD,,2Q4,21.802215,71.529577,-7.431889,-24.382838,,,,,,,,"	- NO SECTION -",,,,,,N,.1244,,,,,,,,,,.922284693792,-.741386409801,,,,,,,,,,,,,,,,,,-7.43188908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,"SC_BSYD2, SC_DASEL2, SC_DIAG02, SC_DIAGIS, SC_HXR2, SC_S2_X2, SC_SFTS2, SC_STMO2, SC_STXI2, SC_SXR2, "
XC0D02,LEI,MAD,,LEI_1,,,,308,,SYMBOLS,A,AD_ACCEL,NULL,,,XCOR,,CLASS-1A,22.087313,72.464938,-7.146791,-23.447477,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.14679108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,"SC_BSYD2, SC_DASEL2, SC_DIAG02, SC_DIAGIS, SC_HXR2, SC_S2_X2, SC_SFTS2, SC_STMO2, SC_STXI2, SC_SXR2, "
YC0D02,LEI,MAD,,LEI_1,,,,308,,SYMBOLS,A,AD_ACCEL,NULL,,,YCOR,,CLASS-1A,22.087313,72.464938,-7.146791,-23.447477,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.14679108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,"SC_BSYD2, SC_DASEL2, SC_DIAG02, SC_DIAGIS, SC_HXR2, SC_S2_X2, SC_SFTS2, SC_STMO2, SC_STXI2, SC_SXR2, "
BPM0D02,LEI,MAD,,LEI_1,,,,308,,SYMBOLS,A,AD_ACCEL,NULL,,,BPM,,STRIPLINE-12,22.354513,73.341578,-6.879591,-22.570837,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.87959108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,"SC_BSYD2, SC_DASEL2, SC_DIAG02, SC_DIAGIS, SC_HXR2, SC_S2_X2, SC_SFTS2, SC_STMO2, SC_STXI2, SC_SXR2, "
Q0D02,LEI,MAD,,LEI_1,,,,308,,SYMBOLS,A,AD_ACCEL,NULL,,,QUAD,,2Q4,22.354513,73.341578,-6.879591,-22.570837,,,,,,,,"	- NO SECTION -",,,,,,N,.1244,,,,,,,,,,-1.653493608032,1.329174926071,,,,,,,,,,,,,,,,,,-6.87959108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,"SC_BSYD2, SC_DASEL2, SC_DIAG02, SC_DIAGIS, SC_HXR2, SC_S2_X2, SC_SFTS2, SC_STMO2, SC_STXI2, SC_SXR2, "
CAVL011,L0B,MAD,ACCL:L0B:0110,L0B,,,,308,,SYMBOLS,A,AD_ACCEL,S00,,,LCAV,,F1.3-19,3.342827,10.96728,-6.70184,-21.987664,,,,,,,,"	- NO SECTION -",,,,,,N,1.037743,1300,6.5,0,6.263593201785,1,,,,,,,,,,,,,,,,,,,,,,,,-6.70184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACCL:L0B%25,ACCL:%25,,,"SC_BSYD, SC_DASEL, SC_DIAG0, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR, "
XC0D03,LEI,MAD,,LEI_1,,,,308,,SYMBOLS,A,AD_ACCEL,NULL,,,XCOR,,CLASS-1A,23.511713,77.138166,-5.722391,-18.774249,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.72239108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,"SC_BSYD2, SC_DASEL2, SC_DIAG02, SC_DIAGIS, SC_HXR2, SC_S2_X2, SC_SFTS2, SC_STMO2, SC_STXI2, SC_SXR2, "
YC0D03,LEI,MAD,,LEI_1,,,,308,,SYMBOLS,A,AD_ACCEL,NULL,,,YCOR,,CLASS-1A,23.511713,77.138166,-5.722391,-18.774249,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.72239108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,"SC_BSYD2, SC_DASEL2, SC_DIAG02, SC_DIAGIS, SC_HXR2, SC_S2_X2, SC_SFTS2, SC_STMO2, SC_STXI2, SC_SXR2, "
BPM0D03,LEI,MAD,,LEI_1,,,,308,,SYMBOLS,A,AD_ACCEL,NULL,,,BPM,,STRIPLINE-12,23.778913,78.014806,-5.455191,-17.897608,,,,,,,,"	- NO SECTION -",,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.45519108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,"SC_BSYD2, SC_DASEL2, SC_DIAG02, SC_DIAGIS, SC_HXR2, SC_S2_X2, SC_SFTS2, SC_STMO2, SC_STXI2, SC_SXR2, "
Q0D03,LEI,MAD,,LEI_1,,,,308,,SYMBOLS,A,AD_ACCEL,NULL,,,QUAD,,2Q4,23.778913,78.014806,-5.455191,-17.897608,,,,,,,,"	- NO SECTION -",,,,,,N,.1244,,,,,,,,,,1.561626758144,-1.255326976,,,,,,,,,,,,,,,,,,-5.45519108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%25,%25,,,"SC_BSYD2, SC_DASEL2, SC_DIAG02, SC_DIAGIS, SC_HXR2, SC_S2_X2, SC_SFTS2, SC_STMO2, SC_STXI2, SC_SXR2, "
